pwsid,name,state,counties_served,cities_served,population_served,service_connections,owner_type,source_water_type,violations_total_ever,violations_health_based_ever,violations_health_based_last5y,violations_health_based_currently_unaddressed,most_recent_violation_date,most_recent_health_violation_date,contaminants_ever_flagged,last_reported_date
TX1010357,ROLLING FORK PUD,TX,Harris,HOUSTON,2397,810,L,SWP,8,0,0,0,2018-06-12,,,06/26/2026
KY0440168,GREENSBURG WATER WORKS,KY,Green,GREENSBURG,2396,1076,L,SW,31,7,0,0,2025-01-05,2003-01-10,TTHM; Total Haloacetic Acids (HAA5),06/18/2026
TX2200005,BLUE MOUND,TX,Tarrant,BLUE MOUND,2396,838,L,GW,6,0,0,0,2025-01-01,,,06/26/2026
OK2004101,PRAGUE,OK,Lincoln,PRAGUE,2395,1381,L,GW,925,10,2,0,2026-01-07,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; Revised Total Coliform Rule,05/13/2026
ID7330026,SUGAR CITY CITY OF,ID,Madison,SUGAR CITY,2395,783,L,GW,39,2,0,0,2026-01-01,2001-01-09,Coliform (TCR),06/26/2026
IL1090030,WEST PRAIRIE WATER CO-OP,IL,McDonough,COLCHESTER,2395,958,L,GWP,2,0,0,0,2021-01-10,,,05/27/2026
IN5240005,HAYDEN WATER ASSOCIATION,IN,Jennings,NORTH VERNON,2395,997,L,GWP,40,20,2,0,2025-07-11,2025-07-11,Groundwater Rule; TTHM; Total Haloacetic Acids (HAA5),06/30/2026
FL6294850,MEADOWS OF COUNTRYWOOD,NY,Hillsborough,PLANT CITY,2395,1228,P,GW,44,5,0,0,2023-01-02,1991-01-12,BHC-GAMMA; Endrin; Mercury; Methoxychlor; Toxaphene,05/18/2026
WA5335900,IONE WATER DEPT,WA,Pend Oreille,Ion,2395,295,L,GW,15,2,0,0,2024-01-07,2000-01-09,Coliform (TCR),06/19/2026
MI0001380,"CHESANING, VILLAGE OF",MI,Saginaw,CHESANING,2394,1226,L,GW,6,3,0,0,2015-01-01,2011-01-08,Coliform (TCR); Combined Radium (-226 and -228),06/23/2026
GA1030000,GUYTON,GA,Effingham,GUYTON,2394,1478,L,GW,8,0,0,0,2022-02-01,,,06/12/2026
WI7720169,NEKOOSA WATERWORKS,WI,Wood,NEKOOSA,2394,1035,L,GW,7,2,0,0,2015-01-07,2013-01-10,Coliform (TCR),05/29/2026
IL0555350,EWING-INA WATER COMMISSION,IL,Franklin,WHITTINGTON,2393,957,L,SWP,7,0,0,0,2024-01-04,,,05/27/2026
IL1250350,MASON CITY,IL,Mason,MASON CITY,2393,1080,L,GW,17,15,0,0,2025-02-07,2009-01-07,Arsenic,05/27/2026
UTAH19004,MONTICELLO CITY,UT,San Juan,MONTICELLO,2393,940,L,SW,141,0,0,0,2020-01-05,,,06/17/2026
MS0080006,TOWN OF NORTH CARROLLTON,MS,Carroll,NORTH CARROLLTON,2392,906,L,GW,236,3,0,0,2020-10-10,2011-05-12,Coliform (TCR); Groundwater Rule,05/18/2026
GA0790017,CRAWFORD COUNTY WATER SYSTEM,GA,Crawford,ROBERTA,2392,895,L,GW,4,0,0,0,2011-01-10,,,06/12/2026
AR0000560,PARKERS CHAPEL PUBLIC WATER,AR,Union,EL DORADO,2391,983,L,GW,3,2,0,0,2001-01-10,2001-01-10,Coliform (TCR),05/12/2026
PA7220037,WILLIAMSTOWN BORO AUTH,PA,Dauphin,WILLIAMSTOWN,2390,926,L,SW,123,0,0,0,2025-01-10,,,06/15/2026
NC0201123,OSSIPEE TOWN OF,NC,Alamance,ELON,2390,161,L,SWP,72,3,0,0,2025-01-03,2012-05-12,Lead and Copper Rule,06/26/2026
PR0004344,AMELIA,PR,Juana Diaz Municipio,JUANA DIAZ,2390,895,L,GW,175,12,0,0,2024-01-07,2010-01-05,Coliform (TCR),06/05/2026
MO5010733,SENECA PWS,MO,Newton,SENECA,2390,938,L,GW,15,9,0,0,2025-05-10,2005-01-12,Coliform (TCR),06/16/2026
MS0340017,SHADY GROVE UTILITY DISTRICT,MS,Jones,LAUREL,2390,919,L,GW,289,0,0,0,2024-01-07,,,05/18/2026
AR0000672,HIGHLAND WATER ASSOCIATION,AR,Fulton; Sharp,HARDY,2390,996,L,GW,1,0,0,0,,,,05/12/2026
IA8200855,PARK VIEW WATER & SANITARY DISTRICT,IA,Scott,ELDRIDGE,2389,900,P,GW,14,1,0,0,2010-01-10,2004-01-02,Coliform (TCR),06/17/2026
WA5307610,BOISTFORT VALLEY,WA,Lewis,Adna,2389,829,P,SW,85,9,0,0,2019-01-07,1994-01-09,Surface Water Treatment Rule,06/19/2026
TX1470010,POINT ENTERPRISE WSC,TX,Limestone,MEXIA,2388,796,L,GW,12,1,1,0,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS,06/26/2026
ID1400019,E SHOSHONE COUNTY WATER DIST WALLACE,ID,Shoshone,WALLACE,2388,864,P,SW,4,2,0,0,2011-04-08,2011-04-08,Groundwater Rule; Surface Water Treatment Rule,06/26/2026
SC3810011,SANTEE TOWN OF (SC3810011),SC,Orangeburg,SANTEE,2388,1374,L,SWP,7,2,0,0,2025-02-07,1992-01-07,Coliform (TCR),06/29/2026
CO0156600,SILVERTON TOWN OF,CO,San Juan,SILVERTON,2387,595,L,SW,11,1,0,0,2026-01-01,2015-05-09,Stage 1 Disinfectants and Disinfection Byproducts Rule,06/17/2026
IA3118080,CASCADE MUNICIPAL WATER SUPPLY,IA,Dubuque,CASCADE,2386,1055,L,GW,13,0,0,0,2010-01-01,,,06/17/2026
IL0313090,THORNTON,IL,Cook,THORNTON,2386,988,L,SWP,7,0,0,0,2026-01-01,,,05/27/2026
VA3199500,YORKTOWN NAVAL WEAPONS STATION,VA,York,YORKTOWN,2386,445,F,SWP,21,5,0,0,2004-01-07,2004-01-07,Coliform (TCR),05/19/2026
TX2270410,LAKESIDE WCID 2D,TX,Travis,AUSTIN,2385,795,L,SWP,11,4,4,0,2026-09-06,2026-01-01,TTHM,06/26/2026
NC0378030,"SAINT PAULS, TOWN OF",NC,Robeson,SAINT PAULS,2385,954,L,GW,60,0,0,0,2018-01-07,,,06/26/2026
CT0490031,CONNECTICUT CORRECTIONAL INSTITUTE,CT,Hartford,ENFIELD; SOMERS,2385,6,S,GW,155,4,0,0,2023-10-08,2020-01-10,Arsenic; Coliform (TCR),06/29/2026
TN0000186,DECATURVILLE WATER SYSTEM,TN,Decatur,DECATURVILLE,2384,965,L,SWP,16,3,0,0,2025-01-07,2009-01-07,Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5),05/14/2026
WI6100330,NEILLSVILLE WATERWORKS,WI,Clark,NEILLSVILLE,2384,1204,L,GW,8,0,0,0,2025-02-07,,,05/29/2026
IA8444063,HULL WATER SUPPLY,IA,Sioux,HULL,2384,908,L,GWP,3,1,0,0,2005-01-08,2005-01-08,Coliform (TCR),06/17/2026
WA5395915,GLACIER WATER DISTRICT,WA,Whatcom,Glacier,2383,1114,L,GW,12,3,0,0,2023-01-07,1994-01-06,Coliform (TCR),06/19/2026
AL0000693,NAPIER FIELD WATER SYSTEM,AL,Dale,NAPIER FIELD,2382,794,L,GWP,4,0,0,0,2021-01-01,,,05/18/2026
WI7440116,LAKELAND SANITARY DIST 1,,Oneida,MINOCQUA,2381,1135,L,GW,8,2,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,05/29/2026
VA3001100,CAPTAINS COVE,VA,Accomack,ROCKVILLE,2380,1324,P,GW,35,32,0,0,2017-01-01,2017-01-01,Arsenic; Coliform (TCR); TTHM,05/19/2026
IA0610099,BELLE PLAINE WATER DEPT,IA,Benton,BELLE PLAINE,2380,1297,L,GW,10,2,0,0,2021-02-11,1995-01-04,Nitrate,06/17/2026
IL1830150,CATLIN,IL,Vermilion,CATLIN,2380,952,L,SWP,16,11,0,0,2025-02-07,2000-01-07,Nitrate; Nitrate-Nitrite,05/27/2026
IL0470010,ELLERY WATER CORP,IL,Edwards,ALBION,2380,1114,P,GWP,9,1,0,0,2014-01-11,1991-01-11,Coliform (TCR),05/27/2026
MA4239060,AGAWAM SPRINGS WATER COMPANY,MA,Plymouth,PLYMOUTH,2380,1119,P,GW,4,0,0,0,2024-11-10,,,06/22/2026
GA1870043,LUMPKIN CO. - 400 WATER SYSTEM,GA,Lumpkin,DAHLONEGA,2379,915,L,SWP,20,0,0,0,2023-01-01,,,06/12/2026
IN5248013,LAPEL MUNICIPAL WATER COMPANY,IN,Madison,LAPEL,2379,972,L,GW,44,3,1,0,2025-02-07,2023-03-02,Lead and Copper Rule; Stage 1 Disinfectants and Disinfection Byproducts Rule,06/30/2026
CO0161001,AKRON TOWN OF,CO,Washington,AKRON,2379,932,L,GW,77,4,1,0,2027-07-03,2024-01-03,Coliform (TCR); Stage 1 Disinfectants and Disinfection Byproducts Rule,06/17/2026
TX1070016,CRESCENT HEIGHTS WSC,TX,Henderson,ATHENS,2379,793,L,GW,9,0,0,0,2027-05-09,,,06/26/2026
VA2139825,"SHENANDOAH, TOWN OF",VA,Page,SHENANDOAH,2378,1143,L,GU,24,8,0,0,2019-01-01,1994-01-05,Coliform (TCR); Trichloroethylene,05/19/2026
CA5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,CA,Tuolumne,TWAIN HARTE,2378,1588,L,SW,4,2,0,0,2025-01-04,2004-01-07,"CARBON, TOTAL; Surface Water Treatment Rule",06/22/2026
TX0890002,CITY OF NIXON,TX,Gonzales,NIXON,2378,960,L,GW,8,1,0,0,2025-02-07,2002-01-12,Coliform (TCR),06/26/2026
MI0002530,GALESBURG,MI,Kalamazoo,GALESBURG,2377,800,L,GW,6,0,0,0,2015-01-09,,,06/23/2026
OK3005606,OKMULGEE CO. RWD #20,OK,Okmulgee,MORRIS,2377,1100,L,SWP,84,73,12,0,2022-01-10,2022-01-10,Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5),05/13/2026
MN1180008,Crosby,MN,Crow Wing,Crosby,2377,1010,L,GW,2,0,0,0,1991-01-03,,,05/28/2026
OH1000812,AQUA OHIO - MOHAWK PWS,OH,Carroll,MASSILLON,2376,978,P,GW,14,1,0,0,2020-10-01,1998-01-01,Lead and Copper Rule,05/15/2026
MS0410018,PALMETTO W/A,MS,Lee,TUPELO,2376,900,M,GW,252,3,0,0,2020-01-07,2010-01-07,Chlorine; Coliform (TCR),05/18/2026
TX1440002,CITY OF LEXINGTON,TX,Lee,LEXINGTON,2376,792,L,GW,15,2,1,0,2026-02-04,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,06/26/2026
AL0001107,REFORM WATER & SEWER BOARD,AL,Pickens,REFORM,2376,792,L,GW,62,3,0,0,2022-01-01,2014-01-09,Coliform (TCR),05/18/2026
AK2111566,HAINES BOROUGH,AK,Haines Borough,HAINES,2376,704,N,SW,34,7,5,0,2025-05-10,2025-05-10,Interim Enhanced Surface Water Treatment Rule; LEAD AND COPPER RULE REVISIONS,06/19/2026
IL1670400,DAWSON,IL,Sangamon,DAWSON,2375,820,L,GW,77,0,0,0,2026-01-01,,,05/27/2026
VA4057800,"TAPPAHANNOCK, TOWN OF",VA,Essex,TAPPAHANNOCK,2375,1417,L,GW,10,2,0,0,2024-08-10,2015-01-08,Coliform (TCR),05/19/2026
PR0003423,EL ROSARIO,PR,Mayaguez Municipio; San German Municipio,SAN GERMAN,2374,889,L,GW,66,7,0,0,2022-01-07,2009-01-06,Coliform (TCR),06/05/2026
MN1270049,Saint Bonifacius,MN,Hennepin,St. Bonifacius,2374,827,L,GW,2,0,0,0,1997-01-01,,,05/28/2026
063501001,Acoma Main,NM,,Acoma,2374,741,N,GW,62,10,1,0,2025-01-11,2025-01-01,"Coliform (TCR); Gross Alpha, Excl. Radon and U; Groundwater Rule",06/29/2026
LA1119027,TOWN OF SIBLEY WATER SYSTEM,LA,Webster Parish,SIBLEY,2373,791,L,GW,14,6,1,0,2025-05-10,2025-05-10,Groundwater Rule; LEAD AND COPPER RULE REVISIONS,06/23/2026
GA3030006,TENNILLE,GA,Washington,TENNILLE,2372,925,L,GW,28,3,0,0,2023-09-07,2016-08-01,"1,1-Dichloroethylene; Coliform (TCR); Groundwater Rule",06/12/2026
WA5300333,PACIFIC BEACH/MOCLIPS,WA,Grays Harbor,Montesano,2372,1474,L,GW,33,0,0,0,2025-01-07,,,06/19/2026
IL0070150,POPLAR GROVE,IL,Boone,POPLAR GROVE,2372,794,L,GW,17,0,0,0,2025-01-11,,,05/27/2026
OH2000903,AYERSVILLE WATER AND SEWER DISTRICT,OH,Defiance,DEFIANCE,2372,628,L,SWP,40,24,3,0,2026-07-07,2022-01-07,TTHM,05/15/2026
SD4600127,FLANDREAU,SD,Moody,FLANDREAU,2372,1079,L,GWP,11,3,1,0,2024-03-07,2024-03-07,Stage 1 Disinfectants and Disinfection Byproducts Rule,06/17/2026
OK2001607,CACHE,OK,Comanche,CACHE,2371,1422,L,GW,41,19,0,0,2016-01-07,2009-01-09,Coliform (TCR); Fluoride,05/13/2026
IL1350450,NOKOMIS,IL,Montgomery,NOKOMIS,2370,1183,L,GW,12,7,0,0,2026-01-01,1996-01-10,Trichloroethylene,05/27/2026
MI0000290,AU SABLE TOWNSHIP,MI,Iosco,AU SABLE,2370,1244,L,SWP,4,0,0,0,2020-01-09,,,06/23/2026
OH3401403,TRI-COUNTY WATER AUTHORITY,OH,Harrison,HARRISVILLE,2370,783,P,GWP,8,0,0,0,2024-08-12,,,05/15/2026
PA6430057,REYNOLDS WATER COMPANY,PA,Mercer,GREENVILLE,2370,714,P,SW,137,9,6,0,2027-06-10,2025-01-10,"CARBON, TOTAL; TTHM; Total Haloacetic Acids (HAA5)",06/15/2026
CA1510046,LOST HILLS UTILITY DISTRICT,CA,Kern,LOST HILLS,2370,450,P,GW,31,13,0,0,2023-01-10,2011-01-04,Arsenic; Coliform (TCR),06/22/2026
NC0424020,"CHADBOURN, TOWN OF",NC,Columbus,CHADBOURN,2370,933,L,GW,19,1,1,0,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS,06/26/2026
TX1700643,GRAND HARBOR WATER SYSTEM,TX,Montgomery,CONROE,2370,790,P,GW,10,0,0,0,2020-06-12,,,06/26/2026
CT0727051,"LEDYARD WPCA, GALES FERRY SYSTEM",CT,New London,GROTON; LEDYARD,2369,640,L,SWP,10,2,0,0,2023-01-07,2007-01-01,TTHM,06/29/2026
IL0555120,AKIN WATER DISTRICT,IL,Franklin,THOMPSONVILLE,2368,947,L,SWP,6,0,0,0,2023-01-04,,,05/27/2026
OH4501012,HEBRON VILLAGE PWS,OH,Licking,HEBRON,2368,1010,L,GW,16,0,0,0,2016-01-07,,,05/15/2026
OH6100503,NOBLE COUNTY WATER AUTHORITY PWS,OH,Noble,BELLE VALLEY,2368,896,P,SWP,30,20,0,0,2025-08-12,2009-01-01,TTHM; Total Haloacetic Acids (HAA5),05/15/2026
AR0000509,MANSFIELD WATERWORKS,AR,Sebastian,MANSFIELD,2367,950,L,SWP,23,9,4,0,2023-01-07,2023-01-07,Stage 1 Disinfectants and Disinfection Byproducts Rule; TTHM,05/12/2026
KY0880452,WEST LIBERTY WATER COMPANY,KY,Morgan,WEST LIBERTY,2367,851,P,SW,20,14,0,0,2018-01-04,2018-01-04,Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/18/2026
OH5502303,MIAMI CO-N25A EXTENSION,,Miami,,2367,64,P,GWP,5,0,0,0,2026-07-11,,,05/15/2026
NM3511607,HATCH WATER SUPPLY SYSTEM,NM,Dona Ana,HATCH,2366,886,L,GW,13,0,0,0,2023-04-01,,,06/16/2026
IL1815100,LICK CREEK PWD,IL,Union,BUNCOMBE,2365,946,L,SWP,7,5,5,0,2024-01-07,2024-01-07,"CARBON, TOTAL; TTHM",05/27/2026
FL4565204,INDIAN RIVER ESTATES,FL,St. Lucie,FORT PIERCE,2365,946,L,GWP,21,0,0,0,2025-01-07,,,05/18/2026
TX1700796,HARRIS MONTGOMERY COUNTIES MUD 386 MAY V,TX,Montgomery,HOUSTON,2364,788,L,SWP,0,0,0,0,,,,06/26/2026
VA6061200,MARSHALL WATERWORKS,VA,Fauquier,WARRENTON,2363,640,L,GW,38,3,0,0,2013-01-04,2013-01-04,Coliform (TCR); Combined Radium (-226 and -228); Trichloroethylene,05/19/2026
PA6200004,CAMBRIDGE SPRINGS BOROUGH,PA,Crawford,CAMBRIDGE SPRINGS,2363,713,L,SW,86,0,0,0,2026-01-03,,,06/15/2026
IA4910000,BELLEVUE MUNICIPAL UTILITIES,IA,Jackson,BELLEVUE,2363,939,L,GW,12,11,0,0,2018-01-07,2018-01-07,Combined Radium (-226 and -228),06/17/2026
IN5269008,HOLTON COMMUNITY WATER CORP.,IN,Ripley,HOLTON,2363,945,P,GWP,12,1,0,0,2009-01-10,2009-01-02,Coliform (TCR),06/30/2026
MS0180006,EASTABUCHIE WATER ASSOCIATION,MS,Forrest,PETAL,2363,895,M,GW,203,6,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,05/18/2026
VA4085770,SPRING MEADOWS-MEADOW GATE,,Hanover,,2362,640,P,GW,50,0,0,0,2007-01-04,,,05/19/2026
AL0001283,NEW SITE WATER SYSTEM,AL,Tallapoosa,NEWSITE,2361,787,L,SWP,1,1,0,0,2012-01-06,2012-01-06,Coliform (TCR),05/18/2026
AL0001393,"PINE HILL,TOWN OF",AL,Wilcox,PINE HILL,2361,787,L,SW,5,2,2,0,2026-01-01,2026-01-01,Total Haloacetic Acids (HAA5),05/18/2026
ID7410013,VICTOR CITY OF,ID,Teton,VICTOR,2361,1381,L,GW,36,1,0,0,2018-06-01,1994-01-06,Coliform (TCR),06/26/2026
WA5316020,CRESCENT WATER ASSN,WA,Clallam,JOYCE,2360,895,P,SW,46,10,0,0,2025-01-09,2017-01-03,Coliform (TCR); Surface Water Treatment Rule,06/19/2026
083890026,DAKOTA MAGIC CASINO,ND,,HANKINSON,2360,6,N,GW,305,2,1,0,2025-01-10,2025-01-01,Arsenic; Coliform (TCR),06/29/2026
MS0750011,YOKENA-JEFF DAVIS WATER DISTRICT INC,MS,Warren,VICKSBURG,2360,887,M,GWP,16,6,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; TTHM,05/18/2026
PR0005587,SABANA HOYOS,,Loiza Municipio; Vega Alta Municipio,VEGA ALTA,2360,884,L,SW,221,28,0,0,2024-01-07,2015-01-01,Coliform (TCR); ETHYLENE DIBROMIDE,06/05/2026
CA1710001,CLEARLAKE OAKS COUNTY WATER DISTRICT,CA,Lake,CLEARLAKE OAK,2359,2161,L,SW,10,4,1,0,2023-01-10,2023-01-10,Surface Water Treatment Rule; TTHM,06/22/2026
SD4600386,BERESFORD,SD,Union,BERESFORD,2359,1065,L,GWP,2,0,0,0,1976-01-07,,,06/17/2026
IL1695200,HICKORY-KERTON WTR COOP,IL,Schuyler,RUSHVILLE,2358,943,L,GWP,13,1,0,0,2016-01-07,1998-01-10,Coliform (TCR),05/27/2026
NJ0819001,WENONAH WATER DEPARTMENT,NJ,Gloucester,WENONAH BORO-0819,2357,834,L,GW,15,0,0,0,2020-06-12,,,06/30/2026
OK3005608,OKMULGEE CO. RWD #7 (NUYAKA),OK,Okmulgee,OKMULGEE,2357,1382,L,SWP,99,73,11,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; TTHM; Total Haloacetic Acids (HAA5),05/13/2026
WV3303707,PLEASANTS CO PSD,WV,Pleasants,ST. MARYS,2357,893,L,GWP,14,1,0,0,2026-03-11,2018-05-06,Groundwater Rule,05/19/2026
NC5026018,BROOKWOOD SOUTH/FAYETTEVILLE PWC,NC,Cumberland,CARY,2357,925,P,SWP,2,0,0,0,2019-01-12,,,06/26/2026
CO0119134,BASALT TOWN OF,CO,Eagle,BASALT,2357,943,L,GU,8,0,0,0,2009-01-06,,,06/17/2026
NV0001116,SIGNATURE TOWERS,NV,Clark,LAS VEGAS,2356,2,P,SWP,0,0,0,0,,,,06/17/2026
OK3005604,OKMULGEE CO. RWD #2 (PRESTON),OK,Okmulgee,PRESTON,2355,976,L,SWP,122,80,9,0,2027-06-12,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; TTHM; Total Haloacetic Acids (HAA5),05/13/2026
IL1410450,POLO,IL,Ogle,POLO,2355,1090,L,GW,15,2,0,0,2023-01-04,2012-01-07,Combined Radium (-226 and -228); Lead and Copper Rule,05/27/2026
FL3351182,SILVER LAKE ESTATES,FL,Lake,LEESBURG,2355,1143,M,GW,6,0,0,0,2008-02-04,,,05/18/2026
MO1010648,PLATTSBURG PWS,MO,Clinton,PLATTSBURG,2354,1274,L,SW,17,9,0,0,2025-02-07,2013-01-11,Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/16/2026
NC0299010,"JONESVILLE, TOWN OF",NC,Yadkin,JONESVILLE,2354,1430,L,SW,88,10,1,0,2026-01-04,2025-05-10,Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; LEAD AND COPPER RULE REVISIONS; Surface Water Treatment Rule; TTHM,06/26/2026
TX2380028,SOUTHWEST SANDHILLS WSC,TX,Ward,MONAHANS,2354,971,L,GWP,1,0,0,0,2011-01-10,,,06/26/2026
VA3550750,ST. BRIDES CORRECTIONAL CENTER,VA,,CHESAPEAKE CITY,2354,25,S,GW,24,0,0,0,2009-01-01,,,05/19/2026
MI0005322,"PINCKNEY, VILLAGE OF",MI,Livingston,PINCKNEY,2353,775,L,GW,4,1,0,0,2020-01-07,2015-01-11,Coliform (TCR),06/23/2026
IL0991050,SENECA,IL,LaSalle,SENECA,2353,896,L,GW,19,10,0,0,2015-01-09,2005-01-10,Coliform (TCR); Combined Radium (-226 and -228),05/27/2026
MN1650011,Olivia,MN,Renville,Olivia,2353,1132,L,GW,4,0,0,0,2001-01-09,,,05/28/2026
TX1360001,CITY OF BRACKETTVILLE,TX,Kinney,BRACKETTVILLE,2352,831,L,GW,15,0,0,0,2027-06-12,,,06/26/2026
AZ0413079,CHINO MEADOWS II,AZ,Yavapai,CHINO VALLEY,2350,1012,P,GW,126,3,2,2,2026-01-01,2025-04-12,Coliform (TCR); Revised Total Coliform Rule,05/14/2026
VT0005341,WINDSOR WATER DEPT,VT,Windsor,WINDSOR,2350,979,L,GW,13,3,0,0,2025-01-07,2013-01-09,Coliform (TCR),06/30/2026
MT0000180,COLSTRIP  CITY OF,MT,Rosebud,COLSTRIP,2350,913,L,SW,56,2,2,0,2024-01-07,2024-01-07,Surface Water Treatment Rule; TTHM,06/29/2026
TN0000884,LINCOLN CO B.P.U. #2,TN,Lincoln,FAYETTEVILLE,2350,959,L,SWP,6,1,0,0,2024-01-07,2011-01-10,TTHM,05/14/2026
WI2680197,DOUSMAN WATER UTILITY,WI,Waukesha,DOUSMAN,2350,870,L,GW,38,3,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,05/29/2026
SC3820001,BULL SWAMP RURAL WTR CO (SC3820001),SC,Orangeburg,NORTH,2350,950,L,GW,10,2,0,0,2013-01-07,2009-01-06,Coliform (TCR); Lead and Copper Rule,06/29/2026
PA7280021,MERCERSBURG MUNI WATER AUTH,PA,Franklin,MERCERSBURG,2350,993,L,SW,211,34,1,0,2026-11-04,2023-01-09,"CARBON, TOTAL; Groundwater Rule; Interim Enhanced Surface Water Treatment Rule; Nitrate; Revised Total Coliform Rule; Surface Water Treatment Rule",06/15/2026
PA4070012,DUNCANSVILLE MUNI WATER AUTH,PA,Blair,DUNCANSVILLE,2350,1011,L,GW,53,3,0,0,2026-11-01,1991-01-08,Surface Water Treatment Rule,06/15/2026
IN5257001,ALBION WATER & SEWER,IN,Noble,ALBION,2349,912,L,GW,56,1,1,0,2025-05-09,2025-05-09,Stage 1 Disinfectants and Disinfection Byproducts Rule,06/30/2026
WI1230084,NEW GLARUS WATERWORKS,WI,Green,NEW GLARUS,2348,869,L,GW,81,1,1,0,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS,05/29/2026
OH6900612,LEIPSIC VILLAGE,OH,Putnam,LEIPSIC,2348,962,L,GW,11,6,0,0,2021-01-04,2021-01-04,Coliform (TCR); TTHM,05/15/2026
MO1024033,BATES COUNTY PWSD 4,MO,Bates; Vernon,FOSTER,2348,947,L,SWP,8,4,1,0,2025-03-07,2025-01-01,Coliform (TCR); TTHM,06/16/2026
WV3304303,HARRISVILLE,WV,Ritchie,HARRISVILLE,2347,2020,L,SWP,40,11,2,0,2026-07-03,2025-01-07,Revised Total Coliform Rule; Surface Water Treatment Rule; TTHM,05/19/2026
LA1081012,FAIRVIEW UNION WATER SYSTEM,LA,Red River Parish,COUSHATTA,2346,782,P,SW,198,149,36,0,2026-01-01,2026-01-01,Coliform (TCR); Long Term 2 Enhanced Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/23/2026
LA1015016,TOWN OF PLAIN DEALING WATER SYSTEM,LA,Bossier Parish,PLAIN DEALING,2346,782,L,GW,71,41,5,3,2028-01-01,2028-01-01,Coliform (TCR); Groundwater Rule; TTHM; Total Haloacetic Acids (HAA5),06/23/2026
TX2010005,MINDEN-BRACHFIELD WSC,TX,Rusk,HENDERSON,2346,782,L,GW,20,2,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,06/26/2026
UTAH26086,JORDANELLE SSD,UT,Wasatch,PAYSON,2345,1810,L,SW,90,0,0,0,2024-01-07,,,06/17/2026
NY3230037,VERONA WD (RTE 365 + HAMLET),NY,Oneida,VERONA (T),2345,650,L,SWP,12,0,0,0,2012-01-02,,,06/25/2026
OR4100712,"ROGUE RIVER, CITY OF",OR,Jackson,ROGUE RIVER,2345,676,L,SW,60,2,0,0,2024-01-09,1995-01-12,Coliform (TCR); Surface Water Treatment Rule,06/26/2026
IL1410030,DAVIS JUNCTION,IL,Ogle,DAVIS JUNCTION,2344,699,L,GW,0,0,0,0,,,,05/27/2026
MS0460014,KOKOMO-SHILOH WATER ASSN.,MS,Marion,KOKOMO,2344,888,M,GW,76,1,0,0,2024-01-01,2009-01-10,Coliform (TCR),05/18/2026
TX1010684,HARRIS COUNTY WCID 99,TX,Harris,HOUSTON,2343,510,L,GW,4,0,0,0,2025-02-07,,,06/26/2026
MN1220010,Wells,MN,Faribault,Wells,2343,1107,L,GW,1,0,0,0,2005-01-02,,,05/28/2026
KS2008706,JEFFERSON CO RWD 1,KS,Jefferson,MERIDEN,2343,1003,L,GW,36,14,0,0,2021-12-05,2014-01-07,Asbestos; Benzene; Lead and Copper Rule; Nitrate,05/15/2026
TX1070206,CHEROKEE SHORES WATER SUPPLY,TX,Henderson,AUSTIN,2343,781,P,SW,25,22,3,0,2025-03-01,2024-01-04,TTHM; Total Haloacetic Acids (HAA5),06/26/2026
IL2015320,OTTER CREEK LAKE UTILITIES DISTRICT,IL,Winnebago,LOVES PARK,2342,1374,L,GW,41,1,0,0,2025-02-07,1992-01-10,Coliform (TCR),05/27/2026
MA1148000,LANESBOROUGH FIRE AND WATER DISTRICT,MA,Berkshire,LANESBOROUGH,2342,928,L,SWP,14,6,0,0,2017-01-10,2015-01-10,Coliform (TCR); Groundwater Rule,06/22/2026
CO0163010,WRAY CITY OF,CO,Yuma,WRAY,2342,1173,L,GW,34,0,0,0,2025-07-12,,,06/17/2026
IN5204006,FOWLER WATER WORKS,IN,Benton,FOWLER,2342,1308,L,GW,17,1,0,0,2024-01-07,2001-01-11,Coliform (TCR),06/30/2026
